Accounting-Control-Number-Numéro-contrôle-comptable,Journal-Voucher-Type-Code-Code-du-type-de-pièce-de-journal,Fiscal-Year-Année-Fiscale,Journal-Voucher-Identifier-Identificateur-de-la-pièce-de-journal,Accounting-Effective-Date-Date-d'entrée-en-vigueur-comptable,DepartmentNumber-Numéro-de-Ministère,Fiscal-Month-Mois-Fiscal,Journal-Voucher-Item-Identifier-Identificateur-de-l'item-de-la-pièce-de-journal,Financial-Coding-Block-Bloc-de-codage-financier,Subleger-Account-Identifier-Compte-du-grand-livre-auxiliaire,Credit/Debit-Code-Code-Crédit/Débit,Journal-Voucher-Item-Amount-Montant-de-l'item-de-la-pièce-de-journal,Control-Data-Type-Type-de-données-de-contrôle,Accounting-Summary-Transaction-Line-Count-Sommaire-comptable-transaction-compte-ligne,GBS-Control-Number-Numéro-de-contrôle-du-SBG,General-Ledger-Account-Code-Code-du-compte-du-grand-livre-général
202309600043,RGEPA,2023/2024,,2023-04-05,097,01,1,,,DR,2396852216.94,JMZ,1,202309500124226,
202310000000,EPAYR,2023/2024,,2023-04-06,097,01,1,,,DR,6089655.80,JMR,15,202309600124261,
202310000001,JVBDP,2023/2024,,2023-04-06,097,01,1,,,DR,4771498031.21,JMY,72,202309600124264,
202310000002,JVBRT,2023/2024,,2023-04-06,006,01,1,,0060000,DR,79460000.00,CMT,1,202309600124236,
202310000003,JVRDI,2023/2024,,2023-04-06,006,01,1,,0060000,CR,6420.99,CMI,15,202309600124235,
202310000004,JVRGI,2023/2024,,2023-04-06,097,01,1,,,DR,2852772745.61,JMG,64,202309600124259,
202310000005,RDBOA,2023/2024,,2023-04-06,097,01,1,,,DR,95020936.58,JND,4,202309600124266,
202310000006,JVLVP,2023/2024,,2023-04-06,097,01,1,,,DR,4248454681.41,JML,2,202309600124260,
202310000007,ADEPT,2023/2024,,2023-04-06,014,01,1,,0147005,DR,666.83,COK,1,202309600124237,
202310000008,ADEPT,2023/2024,,2023-04-06,014,01,1,,0147008,DR,2742.53,COK,3,202309600124238,
202310000009,ADEPT,2023/2024,,2023-04-06,014,01,1,,0147021,DR,239.43,COK,1,202309600124239,
202310000010,ADEPT,2023/2024,,2023-04-06,014,01,1,,0147031,DR,440.47,COK,1,202309600124240,
202310000011,ADEPT,2023/2024,,2023-04-06,014,01,1,,0148477,DR,1116.00,COK,1,202309600124241,
202310000012,ADEPT,2023/2024,,2023-04-06,014,01,1,,0148488,DR,411.00,COK,1,202309600124242,
202310000013,ADEPT,2023/2024,,2023-04-06,122,01,1,,1220381,DR,382.13,COK,1,202309600124267,
202310000014,ADEPT,2023/2024,,2023-04-06,122,01,1,,1220383,DR,1791.16,COK,1,202309600124268,
202310000015,ADEPT,2023/2024,,2023-04-06,122,01,1,,1220386,DR,500.00,COK,1,202309600124269,
202310000016,ADEPT,2023/2024,,2023-04-06,122,01,1,,1220581,DR,443.41,COK,5,202309600124270,
202310000017,ADEPT,2023/2024,,2023-04-06,122,01,1,,1220583,DR,100.77,COK,1,202309600124271,
202310000018,ADEPT,2023/2024,,2023-04-06,122,01,1,,1221491,DR,1566.37,COK,7,202309600124272,
202310000019,ADEPT,2023/2024,,2023-04-06,122,01,1,,1221494,DR,494.41,COK,5,202309600124273,
202310000020,ADEPT,2023/2024,,2023-04-06,122,01,1,,1221497,DR,233.50,COK,2,202309600124274,
202310000021,ADEPT,2023/2024,,2023-04-06,122,01,1,,1221500,DR,253.00,COK,1,202309600124275,
202310000022,ADEPT,2023/2024,,2023-04-06,122,01,1,,1221585,DR,939.11,COK,5,202309600124276,
202310000023,ADEPT,2023/2024,,2023-04-06,122,01,1,,1221587,DR,329.12,COK,1,202309600124277,
202310000024,ADEPT,2023/2024,,2023-04-06,122,01,1,,1221887,DR,2144.76,COK,4,202309600124278,
202310000025,ADEPT,2023/2024,,2023-04-06,122,01,1,,1221911,DR,500.00,COK,1,202309600124279,
202310000026,ADEPT,2023/2024,,2023-04-06,122,01,1,,1222492,DR,1527.79,COK,1,202309600124280,
202310000027,ADEPT,2023/2024,,2023-04-06,122,01,1,,1222509,DR,3693.34,COK,4,202309600124281,
202310000028,ADEPT,2023/2024,,2023-04-06,122,01,1,,1224394,DR,425.00,COK,3,202309600124282,
202310000029,ADEPT,2023/2024,,2023-04-06,122,01,1,,1228198,DR,1373.50,COK,1,202309600124283,
202310000030,ADEPT,2023/2024,,2023-04-06,122,01,1,,1228199,DR,137.00,COK,1,202309600124284,
202310000031,ADEPT,2023/2024,,2023-04-06,122,01,1,,1228800,DR,100.00,COK,1,202309600124285,
202310000032,JVEFI,2023/2024,,2023-04-10,041,01,1,,0410900,CR,4750.87,CMC,1,202310000124305,
202310000033,JVEFI,2023/2024,,2023-04-10,119,01,1,,1190001,CR,28126.00,CMC,1,202310000124315,
202310000034,JVEFI,2023/2024,,2023-04-10,005,01,1,,0050054,CR,852.87,CMC,3,202310000124289,
202310000035,JVEFI,2023/2024,,2023-04-10,018,01,1,,0180103,CR,5092.91,CMC,1,202310000124295,
202310000036,JVEFI,2023/2024,,2023-04-10,018,01,1,,0180114,CR,644.03,CMC,1,202310000124296,
202310000037,JVEFI,2023/2024,,2023-04-10,018,01,1,,0181941,CR,700.08,CMC,1,202310000124297,
202310000038,JVEFI,2023/2024,,2023-04-10,018,01,1,,0182184,CR,6275.87,CMC,3,202310000124298,
202310000039,JVEFI,2023/2024,,2023-04-10,018,01,1,,0186369,CR,11343.37,CMC,3,202310000124300,
202310000040,JVEFI,2023/2024,,2023-04-10,018,01,1,,0188160,CR,2059.05,CMC,1,202310000124302,
202310000041,JVEFI,2023/2024,,2023-04-10,030,01,1,,0301001,CR,1041.01,CMC,1,202310000124303,
202310000042,JVEFI,2023/2024,,2023-04-10,034,01,1,,0340051,DR,710.32,CMC,1,202310000124304,
202310000043,JVEFI,2023/2024,,2023-04-10,041,01,1,,0410900,CR,590.19,CMC,1,202310000124305,
202310000044,JVFID,2023/2024,,2023-04-10,097,01,1,,,DR,14024.43,JMU,1,202310000124310,
202310000045,JVFIR,2023/2024,,2023-04-10,097,01,1,,,DR,35978934.43,JMT,1,202310000124309,
202310000046,JVFIR,2023/2024,,2023-04-10,097,01,1,,,DR,5521276.97,JMT,1,202310000124309,
202310000047,JVIVI,2023/2024,,2023-04-10,006,01,1,,0060000,CR,4764.00,CMD,2,202310000124290,
202310000048,JVIVR,2023/2024,,2023-04-06,006,01,1,,0060000,CR,342.82,CMF,1,202309600124234,
202310100000,RCDSP,2022/2023,,2023-04-11,006,12,1,3961000,0060000,CR,79723774.73,CNU,1,202310100124063,
202310100001,RCDCP,2022/2023,,2023-04-11,006,12,1,3961000,0060000,DR,1296975.32,CNS,1,202310100124062,
202310100002,RCDSP,2023/2024,,2023-04-11,006,01,1,3961000,0060000,DR,79723774.73,CNU,1,202310100124320,61000
202310100003,RCDCP,2023/2024,,2023-04-11,006,01,1,3961000,0060000,CR,1296975.32,CNS,1,202310100124319,61000
202310100004,EPAYR,2023/2024,,2023-04-10,097,01,1,,,DR,4672072.80,JMR,13,202310000124308,
202310100005,JVBDP,2023/2024,,2023-04-10,097,01,1,,,DR,5448261342.88,JMY,64,202310000124312,
202310100006,JVBRT,2023/2024,,2023-04-10,006,01,1,,0060000,DR,155337000.00,CMT,1,202310000124293,
202310100007,JVRDI,2023/2024,,2023-04-10,006,01,1,,0060000,DR,41782.44,CMI,20,202310000124292,
202310100008,JVRGI,2023/2024,,2023-04-10,097,01,1,,,DR,1055068094.55,JMG,42,202310000124306,
202310100009,RDBOA,2023/2024,,2023-04-10,097,01,1,,,DR,41434681.47,JND,2,202310000124314,
202310100010,JVLVP,2023/2024,,2023-04-10,097,01,1,,,DR,118672387.66,JML,1,202310000124307,
202310100011,ADEPT,2023/2024,,2023-04-10,014,01,1,,0147025,DR,403.82,COK,1,202310000124294,
202310100012,JVEFI,2023/2024,,2023-04-11,035,01,1,,0350000,CR,1151.16,CMC,1,202310100124334,
202310100013,JVEFI,2023/2024,,2023-04-11,001,01,1,,0013020,CR,4245.90,CMC,3,202310100124316,
202310100014,JVEFI,2023/2024,,2023-04-11,005,01,1,,0050054,CR,5132.30,CMC,4,202310100124317,
202310100015,JVEFI,2023/2024,,2023-04-11,018,01,1,,0180125,CR,1190.04,CMC,2,202310100124328,
202310100016,JVEFI,2023/2024,,2023-04-11,018,01,1,,0180152,CR,162237.60,CMC,1,202310100124329,
202310100017,JVEFI,2023/2024,,2023-04-11,018,01,1,,0186399,CR,1603.60,CMC,1,202310100124330,
202310100018,JVEFI,2023/2024,,2023-04-11,018,01,1,,0188407,CR,1595.01,CMC,1,202310100124331,
202310100019,JVEFI,2023/2024,,2023-04-11,018,01,1,,0189518,CR,2192.40,CMC,1,202310100124332,
202310100020,JVEFI,2023/2024,,2023-04-11,030,01,1,,0301612,CR,20148.08,CMC,1,202310100124333,
202310100021,JVEFR,2023/2024,,2023-04-10,018,01,1,,0182184,DR,22611.93,CME,1,202310000124299,
202310100022,JVEFR,2023/2024,,2023-04-10,018,01,1,,0186399,CR,1021.88,CME,1,202310000124301,
202310100023,JVFIR,2023/2024,,2023-04-11,097,01,1,,,DR,275240.95,JMT,1,202310100124398,
202310100024,JVFIR,2023/2024,,2023-04-11,097,01,1,,,DR,42530230.87,JMT,1,202310100124398,
202310100025,JVFIR,2023/2024,,2023-04-11,097,01,1,,,DR,42778.05,JMT,1,202310100124398,
202310100026,JVFRD,2023/2024,,2023-04-10,097,01,1,,,DR,236.17,JMV,1,202310000124311,
202310100027,JVIVI,2023/2024,,2023-04-11,006,01,1,,0060000,CR,13704.84,CMD,3,202310100124321,
202310100028,JVIVR,2023/2024,,2023-04-10,006,01,1,,0060000,DR,420.80,CMF,1,202310000124291,
202310200000,CGAGR,2023/2024,,2023-04-12,127,01,1,8861000,1270000,DR,51115.19,COH,1,202310200124371,
202310200001,CGAGR,2023/2024,,2023-04-12,127,01,1,8861000,1270000,DR,20985.64,COH,1,202310200124371,
202310200002,CADJU,2023/2024,,2023-04-12,127,01,1,8561000,1270000,CR,1876.14,COF,1,202310200124370,
202310200003,CADJU,2023/2024,,2023-04-12,127,01,1,8561000,1270000,DR,1876.14,COF,1,202310200124370,
202310200004,CGAGR,2023/2024,,2023-04-12,127,01,1,8861000,1270000,CR,51115.19,COH,1,202310200124371,
202310200005,CGAGR,2023/2024,,2023-04-12,127,01,1,8861000,1270000,CR,20985.64,COH,1,202310200124371,
202310200006,CGAGR,2022/2023,,2023-04-12,127,12,1,8861000,1270000,DR,51115.19,COH,1,202310200124065,
202310200007,CGAGR,2022/2023,,2023-04-12,127,12,1,8861000,1270000,DR,20985.64,COH,1,202310200124065,
202310200008,CADJU,2022/2023,,2023-04-12,127,12,1,8561000,1270000,CR,1876.14,COF,1,202310200124064,
202310200009,CGAGR,2022/2023,,2023-04-12,127,12,1,8861000,1270000,CR,2003.00,COH,1,202310200124065,
202310200011,EPAYR,2023/2024,,2023-04-11,097,01,1,,,DR,5451298.07,JMR,16,202310100124397,
202310200012,JVBDP,2023/2024,,2023-04-11,097,01,1,,,DR,7047030251.43,JMY,64,202310100124401,
202310200013,JVBRT,2023/2024,,2023-04-11,006,01,1,,0060000,DR,286684000.00,CMT,1,202310100124324,
202310200014,JVRDI,2023/2024,,2023-04-11,006,01,1,,0060000,DR,139209.47,CMI,21,202310100124323,
202310200015,JVRGI,2023/2024,,2023-04-11,097,01,1,,,DR,599107863.21,JMG,43,202310100124395,
202310200016,RDBOA,2023/2024,,2023-04-11,097,01,1,,,DR,42635048.94,JND,3,202310100124403,
202310200017,JVLVP,2023/2024,,2023-04-11,097,01,1,,,DR,1214020166.24,JML,2,202310100124396,
202310200018,DOMFR,2023/2024,,2023-04-11,006,01,1,,0060504,CR,376.12,COK,2,202310100124325,
202310200019,DOMFR,2023/2024,,2023-04-11,014,01,1,,0147004,CR,1493.16,COK,1,202310100124326,
202310200020,DOMFR,2023/2024,,2023-04-11,014,01,1,,0148455,CR,4176.00,COK,4,202310100124327,
202310200021,DOMFR,2023/2024,,2023-04-11,122,01,1,,1221587,CR,118.25,COK,1,202310100124335,
202310200022,JVEFI,2023/2024,,2023-04-12,007,01,1,,0070099,CR,1130.03,CMC,1,202310200124342,
202310200023,JVEFI,2023/2024,,2023-04-12,035,01,1,,0350000,CR,1059.80,CMC,3,202310200124357,
202310200024,JVEFI,2023/2024,,2023-04-12,095,01,1,,0950001,CR,2180.73,CMC,2,202310200124361,
202310200025,JVEFI,2023/2024,,2023-04-12,119,01,1,,1190001,CR,605.92,CMC,1,202310200124363,
202310200026,JVEFI,2023/2024,,2023-04-12,005,01,1,,0050050,DR,858.08,CMC,1,202310200124336,
202310200027,JVEFI,2023/2024,,2023-04-12,005,01,1,,0050054,CR,1220.81,CMC,1,202310200124337,
202310200028,JVEFI,2023/2024,,2023-04-12,018,01,1,,0180121,DR,3824.60,CMC,1,202310200124345,
202310200029,JVEFI,2023/2024,,2023-04-12,018,01,1,,0182182,CR,5866.62,CMC,1,202310200124346,
202310200030,JVEFI,2023/2024,,2023-04-12,018,01,1,,0182184,CR,4947.34,CMC,3,202310200124347,
202310200031,JVEFI,2023/2024,,2023-04-12,018,01,1,,0183048,CR,958.19,CMC,1,202310200124349,
202310200032,JVEFI,2023/2024,,2023-04-12,018,01,1,,0186369,DR,1649.35,CMC,1,202310200124350,
202310200033,JVEFI,2023/2024,,2023-04-12,018,01,1,,0186635,CR,1786.63,CMC,1,202310200124352,
202310200034,JVEFI,2023/2024,,2023-04-12,018,01,1,,0188160,CR,575.10,CMC,1,202310200124353,
202310200035,JVEFI,2023/2024,,2023-04-12,018,01,1,,0189520,CR,2603.88,CMC,1,202310200124354,
202310200036,JVEFI,2023/2024,,2023-04-12,030,01,1,,0301612,CR,6902.72,CMC,4,202310200124355,
202310200037,JVEFI,2023/2024,,2023-04-12,005,01,1,,0050054,DR,655.51,CMC,5,202310200124337,
202310200038,JVEFI,2023/2024,,2023-04-12,007,01,1,,0070099,CR,20219.58,CMC,4,202310200124342,
202310200039,JVEFI,2023/2024,,2023-04-12,018,01,1,,0182207,CR,733.68,CMC,1,202310200124348,
202310200040,JVEFI,2023/2024,,2023-04-12,034,01,1,,0340099,CR,697.69,CMC,1,202310200124356,
202310200041,JVEFI,2023/2024,,2023-04-12,041,01,1,,0410900,CR,667.67,CMC,1,202310200124358,
202310200042,JVEFI,2023/2024,,2023-04-12,056,01,1,,0560000,CR,729.40,CMC,1,202310200124359,
202310200043,JVEFI,2023/2024,,2023-04-12,088,01,1,,0880880,CR,823.61,CMC,1,202310200124360,
202310200044,JVEFI,2023/2024,,2023-04-12,095,01,1,,0950002,CR,2826.84,CMC,1,202310200124362,
202310200045,JVEFI,2023/2024,,2023-04-12,130,01,1,,1301278,CR,3163.81,CMC,1,202310200124372,
202310200046,JVEFI,2023/2024,,2023-04-12,165,01,1,,1651651,CR,1811.35,CMC,1,202310200124373,
202310200047,JVEFR,2023/2024,,2023-04-11,005,01,1,,0050054,CR,5118.78,CME,1,202310100124318,
202310200048,JVFID,2023/2024,,2023-04-12,097,01,1,,,DR,1665.88,JMU,1,202310200124408,
202310200049,JVFIR,2023/2024,,2023-04-12,097,01,1,,,DR,5407416.84,JMT,1,202310200124407,
202310200050,JVFIR,2023/2024,,2023-04-12,097,01,1,,,DR,100764027.12,JMT,1,202310200124407,
202310200051,JVFIR,2023/2024,,2023-04-12,097,01,1,,,DR,9168601.75,JMT,1,202310200124407,
202310200052,JVFRD,2023/2024,,2023-04-11,097,01,1,,,DR,819.17,JMV,1,202310100124399,
202310200053,JVIVI,2023/2024,,2023-04-12,006,01,1,,0060000,CR,20287.13,CMD,3,202310200124338,
202310200054,JVIVR,2023/2024,,2023-04-11,006,01,1,,0060000,CR,462.12,CMF,1,202310100124322,
202310200055,JVRFI,2023/2024,,2023-04-11,097,01,1,,,DR,1745.76,JMW,1,202310100124400,
202310200056,RGEPA,2023/2024,,2023-04-06,097,01,1,,,DR,2543502732.75,JMZ,1,202309600124265,
202310200057,RGEPA,2023/2024,,2023-04-10,097,01,1,,,DR,796613455.70,JMZ,1,202310000124313,
202310200058,RGEPA,2023/2024,,2023-04-11,097,01,1,,,DR,345048317.58,JMZ,1,202310100124402,
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,1,8312080,,DR,0.08,,1,,12080
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,2,836B000,0060000,CR,0.08,,1,,6B000
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,3,8312080,,DR,670261.78,,1,,12080
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,4,836B000,0060000,CR,670261.78,,1,,6B000
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,5,836B000,0060000,DR,195435574.08,,1,,6B000
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,6,8312080,,CR,195435574.08,,1,,12080
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,7,836B000,0060000,DR,9256611.44,,1,,6B000
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,8,8312080,,CR,9256611.44,,1,,12080
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,9,836B000,0060000,DR,3000292.98,,1,,6B000
202310300000,GCMO,2022/2023,00000087860,2023-04-13,006,12,10,8312080,,CR,3000292.98,,1,,12080
202310300001,EPAYR,2023/2024,,2023-04-12,097,01,1,,,DR,14717573.67,JMR,16,202310200124406,
202310300002,JVBDP,2023/2024,,2023-04-12,097,01,1,,,DR,2118834271.51,JMY,63,202310200124410,
202310300003,JVBRT,2023/2024,,2023-04-12,006,01,1,,0060000,DR,361550000.00,CMT,1,202310200124341,
202310300004,JVRDI,2023/2024,,2023-04-12,006,01,1,,0060000,DR,672987.35,CMI,25,202310200124340,
202310300005,JVRGI,2023/2024,,2023-04-12,097,01,1,,,DR,3323401760.45,JMG,62,202310200124404,
202310300006,RDBOA,2023/2024,,2023-04-12,097,01,1,,,DR,115265234.72,JND,3,202310200124412,
202310300007,JVLVP,2023/2024,,2023-04-12,097,01,1,,,DR,4831033309.94,JML,2,202310200124405,
202310300008,ADEPT,2023/2024,,2023-04-12,014,01,1,,0147022,DR,3034.88,COK,2,202310200124344,
202310300009,ADEPT,2023/2024,,2023-04-12,122,01,1,,1220581,DR,340.95,COK,3,202310200124364,
202310300010,ADEPT,2023/2024,,2023-04-12,122,01,1,,1221494,DR,116.75,COK,1,202310200124365,
202310300011,ADEPT,2023/2024,,2023-04-12,122,01,1,,1223822,DR,569.77,COK,1,202310200124366,
202310300012,ADEPT,2023/2024,,2023-04-12,122,01,1,,1224391,DR,279.50,COK,1,202310200124367,
202310300013,ADEPT,2023/2024,,2023-04-12,124,01,1,,1240407,DR,82.27,COK,1,202310200124369,
202310300014,AFDEP,2023/2024,,2023-04-12,014,01,1,,0147011,DR,333.51,COL,1,202310200124343,
202310300015,DOMFR,2023/2024,,2023-04-12,122,01,1,,1224394,CR,134.75,COK,1,202310200124368,
202310300016,JVEFI,2023/2024,,2023-04-13,035,01,1,,0350000,CR,4912.68,CMC,3,202310300124389,
202310300017,JVEFI,2023/2024,,2023-04-13,127,01,1,,1271130,CR,660.95,CMC,1,202310300124392,
202310300018,JVEFI,2023/2024,,2023-04-13,163,01,1,,1634019,CR,968.04,CMC,1,202310300124394,
202310300019,JVEFI,2023/2024,,2023-04-13,018,01,1,,0180103,CR,1391.08,CMC,1,202310300124376,
202310300020,JVEFI,2023/2024,,2023-04-13,018,01,1,,0180134,CR,1238.12,CMC,1,202310300124377,
202310300021,JVEFI,2023/2024,,2023-04-13,018,01,1,,0180138,DR,629.34,CMC,1,202310300124378,
202310300022,JVEFI,2023/2024,,2023-04-13,018,01,1,,0182182,CR,33676.62,CMC,2,202310300124379,
202310300023,JVEFI,2023/2024,,2023-04-13,018,01,1,,0182184,CR,19494.66,CMC,4,202310300124380,
202310300024,JVEFI,2023/2024,,2023-04-13,018,01,1,,0182207,CR,4307.00,CMC,1,202310300124381,
202310300025,JVEFI,2023/2024,,2023-04-13,018,01,1,,0186369,CR,3345.93,CMC,1,202310300124382,
202310300026,JVEFI,2023/2024,,2023-04-13,018,01,1,,0188160,CR,3923.50,CMC,1,202310300124383,
202310300027,JVEFI,2023/2024,,2023-04-13,018,01,1,,0188407,DR,22.76,CMC,2,202310300124384,
202310300028,JVEFI,2023/2024,,2023-04-13,018,01,1,,0189520,CR,4486.67,CMC,1,202310300124385,
202310300029,JVEFI,2023/2024,,2023-04-13,030,01,1,,0301612,CR,17604.56,CMC,6,202310300124387,
202310300030,JVEFI,2023/2024,,2023-04-13,033,01,1,,0330000,CR,782.27,CMC,1,202310300124388,
202310300031,JVEFI,2023/2024,,2023-04-13,005,01,1,,0050054,CR,4573.77,CMC,9,202310300124374,
202310300032,JVEFI,2023/2024,,2023-04-13,018,01,1,,0182182,CR,894.45,CMC,1,202310300124379,
202310300033,JVEFI,2023/2024,,2023-04-13,018,01,1,,0188160,CR,2715.02,CMC,1,202310300124383,
202310300034,JVEFI,2023/2024,,2023-04-13,030,01,1,,0301001,CR,959.72,CMC,1,202310300124386,
202310300035,JVEFI,2023/2024,,2023-04-13,030,01,1,,0301612,CR,2442.98,CMC,5,202310300124387,
202310300036,JVEFI,2023/2024,,2023-04-13,041,01,1,,0410900,CR,622.15,CMC,1,202310300124390,
202310300037,JVEFI,2023/2024,,2023-04-13,086,01,1,,0860100,CR,2023.28,CMC,1,202310300124391,
202310300038,JVEFI,2023/2024,,2023-04-13,130,01,1,,1301278,CR,868.39,CMC,1,202310300124393,
202310300039,JVEFI,2023/2024,,2023-04-13,163,01,1,,1634019,CR,10193.77,CMC,2,202310300124394,
202310300040,JVEFR,2023/2024,,2023-04-12,018,01,1,,0186399,CR,1086.72,CME,1,202310200124351,
202310300041,JVFID,2023/2024,,2023-04-13,097,01,1,,,DR,102160.68,JMU,1,202310300124440,
202310300042,JVFIR,2023/2024,,2023-04-13,097,01,1,,,DR,9130959.49,JMT,1,202310300124439,
202310300043,JVFIR,2023/2024,,2023-04-13,097,01,1,,,DR,6545108.46,JMT,1,202310300124439,
202310300044,JVFIR,2023/2024,,2023-04-13,097,01,1,,,DR,6937755.62,JMT,1,202310300124439,
202310300045,JVFRD,2023/2024,,2023-04-12,097,01,1,,,DR,12507.88,JMV,1,202310200124409,
202310300046,JVIVI,2023/2024,,2023-04-13,006,01,1,,0060000,CR,10540.39,CMD,3,202310300124375,
202310300047,JVIVR,2023/2024,,2023-04-12,006,01,1,,0060000,CR,23.86,CMF,1,202310200124339,
202310300048,RGEPA,2023/2024,,2023-04-12,097,01,1,,,DR,2993580982.61,JMZ,1,202310200124411,
202310400000,EPAYR,2023/2024,,2023-04-13,097,01,1,,,DR,3899174.58,JMR,15,202310300124438,
202310400001,JVBDP,2023/2024,,2023-04-13,097,01,1,,,DR,22658318142.37,JMY,70,202310300124442,
202310400002,JVBRT,2023/2024,,2023-04-13,006,01,1,,0060000,DR,15250000.00,CMT,1,202310300124415,
202310400003,JVRDI,2023/2024,,2023-04-13,006,01,1,,0060000,DR,16000246082.76,CMI,19,202310300124414,
202310400004,JVRGI,2023/2024,,2023-04-13,097,01,1,,,DR,1173926963.28,JMG,84,202310300124436,
202310400005,RDBOA,2023/2024,,2023-04-13,097,01,1,,,DR,22481849.67,JND,3,202310300124444,
202310400006,JVLVP,2023/2024,,2023-04-13,097,01,1,,,DR,2004585461.75,JML,2,202310300124437,
202310400007,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147004,DR,1637.33,COK,4,202310300124416,
202310400008,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147007,DR,1270.08,COK,1,202310300124417,
202310400009,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147008,DR,1155.14,COK,2,202310300124418,
202310400010,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147010,DR,1487.98,COK,2,202310300124419,
202310400011,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147011,DR,1370.65,COK,2,202310300124420,
202310400012,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147022,DR,563.64,COK,1,202310300124421,
202310400013,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147025,DR,769.21,COK,2,202310300124422,
202310400014,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147027,DR,2481.31,COK,3,202310300124423,
202310400015,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147028,DR,359.39,COK,1,202310300124424,
202310400016,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147030,DR,1881.55,COK,2,202310300124425,
202310400017,ADEPT,2023/2024,,2023-04-13,014,01,1,,0147031,DR,616.66,COK,1,202310300124426,
202310400018,ADEPT,2023/2024,,2023-04-13,014,01,1,,0148433,DR,952.00,COK,1,202310300124427,
202310400019,ADEPT,2023/2024,,2023-04-13,014,01,1,,0148444,DR,2745.00,COK,1,202310300124428,
202310400020,ADEPT,2023/2024,,2023-04-13,014,01,1,,0148455,DR,6601.00,COK,3,202310300124429,
202310400021,ADEPT,2023/2024,,2023-04-13,014,01,1,,0148460,DR,5150.00,COK,7,202310300124430,
202310400022,ADEPT,2023/2024,,2023-04-13,014,01,1,,0148477,DR,3481.00,COK,2,202310300124431,
202310400023,ADEPT,2023/2024,,2023-04-13,014,01,1,,0148488,DR,3754.00,COK,5,202310300124432,
202310400024,ADEPT,2023/2024,,2023-04-13,018,01,1,,0188411,DR,19798.13,COK,1,202310300124434,
202310400025,ADEPT,2023/2024,,2023-04-13,021,01,1,,0210052,DR,100.00,COK,1,202310300124435,
202310400026,ADEPT,2023/2024,,2023-04-13,122,01,1,,1220381,DR,741.71,COK,1,202310300124445,
202310400027,ADEPT,2023/2024,,2023-04-13,122,01,1,,1220383,DR,617.66,COK,1,202310300124446,
202310400028,ADEPT,2023/2024,,2023-04-13,122,01,1,,1220581,DR,1196.76,COK,12,202310300124447,
202310400029,ADEPT,2023/2024,,2023-04-13,122,01,1,,1220583,DR,240.13,COK,2,202310300124448,
202310400030,ADEPT,2023/2024,,2023-04-13,122,01,1,,1220691,DR,143.45,COK,1,202310300124449,
202310400031,ADEPT,2023/2024,,2023-04-13,122,01,1,,1221490,DR,567.42,COK,1,202310300124450,
202310400032,ADEPT,2023/2024,,2023-04-13,122,01,1,,1221491,DR,1102.67,COK,4,202310300124451,
202310400033,ADEPT,2023/2024,,2023-04-13,122,01,1,,1221494,DR,2260.50,COK,21,202310300124452,
202310400034,ADEPT,2023/2024,,2023-04-13,122,01,1,,1221497,DR,149.00,COK,2,202310300124453,
202310400035,ADEPT,2023/2024,,2023-04-13,122,01,1,,1221500,DR,147.50,COK,2,202310300124454,
202310400036,ADEPT,2023/2024,,2023-04-13,122,01,1,,1221585,DR,446.37,COK,2,202310300124455,
202310400037,ADEPT,2023/2024,,2023-04-13,122,01,1,,1221587,DR,435.27,COK,2,202310300124456,
202310400038,ADEPT,2023/2024,,2023-04-13,122,01,1,,1221887,DR,4826.43,COK,10,202310300124457,
